id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed,total_stats,primary_type,secondary_type,height_m,weight_kg,bmi,atk_def_ratio,sp_atk_sp_def_ratio
10062,latias-mega,315,18,520,"dragon, psychic",levitate,"cut, fly, roar, surf, ice-beam",80.0,100.0,120.0,140.0,150.0,110.0,700.0,dragon,psychic,1.8,52.0,16.049382716049383,0.8333333333333334,0.9333333333333333
10063,latios-mega,315,23,700,"dragon, psychic",levitate,"cut, fly, roar, surf, ice-beam",80.0,130.0,100.0,160.0,120.0,110.0,700.0,dragon,psychic,2.3,70.0,13.232514177693764,1.3,1.3333333333333333
10064,swampert-mega,286,19,1020,"water, ground",swift-swim,"ice-punch, tackle, take-down, growl, roar",100.0,150.0,110.0,95.0,110.0,70.0,635.0,water,ground,1.9,102.0,28.254847645429365,1.3636363636363635,0.8636363636363636
10065,sceptile-mega,284,19,552,"grass, dragon",lightning-rod,"pound, thunder-punch, swords-dance, cut, slam",70.0,110.0,75.0,145.0,85.0,145.0,630.0,grass,dragon,1.9,55.2,15.290858725761774,1.4666666666666666,1.7058823529411764
10066,sableye-mega,168,5,1610,"dark, ghost",magic-bounce,"fire-punch, ice-punch, thunder-punch, scratch, cut",50.0,85.0,125.0,85.0,115.0,20.0,480.0,dark,ghost,0.5,161.0,644.0,0.68,0.7391304347826086
10067,altaria-mega,207,15,206,"dragon, fairy",pixilate,"fly, fury-attack, take-down, growl, roar",75.0,110.0,110.0,110.0,105.0,80.0,590.0,dragon,fairy,1.5,20.6,9.155555555555557,1.0,1.0476190476190477
10068,gallade-mega,278,16,564,"psychic, fighting",inner-focus,"fire-punch, ice-punch, thunder-punch, swords-dance, cut",68.0,165.0,95.0,65.0,115.0,110.0,618.0,psychic,fighting,1.6,56.4,22.031249999999996,1.736842105263158,0.5652173913043478
10069,audino-mega,425,15,320,"normal, fairy",healer,"pound, double-slap, fire-punch, ice-punch, thunder-punch",103.0,60.0,126.0,80.0,126.0,50.0,545.0,normal,fairy,1.5,32.0,14.222222222222221,0.47619047619047616,0.6349206349206349
10070,sharpedo-mega,196,25,1303,"water, dark",strong-jaw,"leer, bite, roar, surf, ice-beam",70.0,140.0,70.0,110.0,65.0,105.0,560.0,water,dark,2.5,130.3,20.848000000000003,2.0,1.6923076923076923
10071,slowbro-mega,207,20,1200,"water, psychic",shell-armor,"pay-day, ice-punch, stomp, headbutt, tackle",95.0,75.0,180.0,130.0,80.0,30.0,590.0,water,psychic,2.0,120.0,30.0,0.4166666666666667,1.625
10072,steelix-mega,214,105,7400,"steel, ground",sand-force,"cut, bind, slam, tackle, double-edge",75.0,125.0,230.0,55.0,95.0,30.0,610.0,steel,ground,10.5,740.0,6.712018140589569,0.5434782608695652,0.5789473684210527
10073,pidgeot-mega,261,22,505,"normal, flying",no-guard,"razor-wind, gust, wing-attack, whirlwind, fly",83.0,80.0,80.0,135.0,80.0,121.0,579.0,normal,flying,2.2,50.5,10.43388429752066,1.0,1.6875
10074,glalie-mega,203,21,3502,ice,refrigerate,"headbutt, leer, bite, ice-beam, blizzard",80.0,120.0,80.0,120.0,80.0,100.0,580.0,ice,,2.1,350.2,79.41043083900226,1.5,1.5
10075,diancie-mega,315,11,278,"rock, fairy",magic-bounce,"tackle, hyper-beam, rock-throw, toxic, psychic",50.0,160.0,110.0,160.0,110.0,110.0,700.0,rock,fairy,1.1,27.8,22.975206611570243,1.4545454545454546,1.4545454545454546
10076,metagross-mega,315,25,9429,"steel, psychic",tough-claws,"ice-punch, thunder-punch, cut, take-down, hyper-beam",80.0,145.0,150.0,105.0,110.0,110.0,700.0,steel,psychic,2.5,942.9,150.864,0.9666666666666667,0.9545454545454546
10077,kyogre-primal,347,98,4300,water,primordial-sea,"body-slam, double-edge, roar, hydro-pump, surf",100.0,150.0,90.0,180.0,160.0,90.0,770.0,water,,9.8,430.0,4.4773011245314445,1.6666666666666667,1.125
10078,groudon-primal,347,50,9997,"ground, fire",desolate-land,"fire-punch, thunder-punch, swords-dance, cut, roar",100.0,180.0,160.0,150.0,90.0,90.0,770.0,ground,fire,5.0,999.7,39.988,1.125,1.6666666666666667
10079,rayquaza-mega,351,108,3920,"dragon, flying",delta-stream,"swords-dance, fly, bind, roar, flamethrower",105.0,180.0,100.0,180.0,100.0,115.0,780.0,dragon,flying,10.8,392.0,3.36076817558299,1.8,1.8
10080,pikachu-rock-star,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10081,pikachu-belle,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10082,pikachu-pop-star,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10083,pikachu-phd,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10084,pikachu-libre,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10085,pikachu-cosplay,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10086,hoopa-unbound,306,65,4900,"psychic, dark",magician,"fire-punch, ice-punch, thunder-punch, take-down, psybeam",80.0,160.0,60.0,170.0,130.0,80.0,680.0,psychic,dark,6.5,490.0,11.597633136094675,2.6666666666666665,1.3076923076923077
10087,camerupt-mega,196,25,3205,"fire, ground",sheer-force,"tackle, take-down, growl, roar, ember",70.0,120.0,100.0,145.0,105.0,20.0,560.0,fire,ground,2.5,320.5,51.28,1.2,1.380952380952381
10088,lopunny-mega,203,13,283,"normal, fighting",scrappy,"pound, fire-punch, ice-punch, thunder-punch, cut",65.0,136.0,94.0,54.0,96.0,135.0,580.0,normal,fighting,1.3,28.3,16.745562130177515,1.446808510638298,0.5625
10089,salamence-mega,315,18,1126,"dragon, flying",aerilate,"cut, fly, headbutt, double-edge, leer",95.0,145.0,130.0,120.0,90.0,120.0,700.0,dragon,flying,1.8,112.6,34.75308641975308,1.1153846153846154,1.3333333333333333
10090,beedrill-mega,223,14,405,"bug, poison",adaptability,"swords-dance, cut, headbutt, fury-attack, twineedle",65.0,150.0,40.0,15.0,80.0,145.0,495.0,bug,poison,1.4,40.5,20.66326530612245,3.75,0.1875
10091,rattata-alola,51,3,38,"dark, normal","gluttony, hustle, thick-fat","headbutt, tackle, double-edge, tail-whip, bite",30.0,56.0,35.0,25.0,35.0,72.0,253.0,dark,normal,0.3,3.8,42.22222222222222,1.6,0.7142857142857143
10092,raticate-alola,145,7,255,"dark, normal","gluttony, hustle, thick-fat","swords-dance, headbutt, tackle, double-edge, tail-whip",75.0,71.0,70.0,40.0,80.0,77.0,413.0,dark,normal,0.7,25.5,52.04081632653062,1.0142857142857142,0.5
10093,raticate-totem-alola,145,14,1050,"dark, normal","gluttony, hustle, thick-fat","swords-dance, tackle, double-edge, tail-whip, bite",75.0,71.0,70.0,40.0,80.0,77.0,413.0,dark,normal,1.4,105.0,53.57142857142858,1.0142857142857142,0.5
10094,pikachu-original-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10095,pikachu-hoenn-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10096,pikachu-sinnoh-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10097,pikachu-unova-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10098,pikachu-kalos-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10099,pikachu-alola-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10100,raichu-alola,243,7,210,"electric, psychic",surge-surfer,"mega-punch, pay-day, thunder-punch, slam, mega-kick",60.0,85.0,50.0,95.0,85.0,110.0,485.0,electric,psychic,0.7,21.0,42.85714285714286,1.7,1.1176470588235294
10101,sandshrew-alola,60,7,400,"ice, steel","snow-cloak, slush-rush","ice-punch, scratch, swords-dance, headbutt, body-slam",50.0,75.0,90.0,10.0,35.0,40.0,300.0,ice,steel,0.7,40.0,81.6326530612245,0.8333333333333334,0.2857142857142857
10102,sandslash-alola,158,12,550,"ice, steel","snow-cloak, slush-rush","ice-punch, scratch, swords-dance, headbutt, body-slam",75.0,100.0,120.0,25.0,65.0,65.0,450.0,ice,steel,1.2,55.0,38.19444444444444,0.8333333333333334,0.38461538461538464
10103,vulpix-alola,60,6,99,ice,"snow-cloak, snow-warning","headbutt, tackle, body-slam, take-down, double-edge",38.0,41.0,40.0,50.0,65.0,65.0,299.0,ice,,0.6,9.9,27.500000000000004,1.025,0.7692307692307693
10104,ninetales-alola,177,11,199,"ice, fairy","snow-cloak, snow-warning","headbutt, tackle, body-slam, take-down, double-edge",73.0,67.0,75.0,81.0,100.0,109.0,505.0,ice,fairy,1.1,19.9,16.446280991735534,0.8933333333333333,0.81
10105,diglett-alola,53,2,10,"ground, steel","sand-veil, tangling-hair, sand-force","scratch, swords-dance, sand-attack, headbutt, body-slam",10.0,55.0,30.0,35.0,45.0,90.0,265.0,ground,steel,0.2,1.0,24.999999999999996,1.8333333333333333,0.7777777777777778
10106,dugtrio-alola,149,7,666,"ground, steel","sand-veil, tangling-hair, sand-force","scratch, swords-dance, sand-attack, headbutt, body-slam",35.0,100.0,60.0,50.0,70.0,110.0,425.0,ground,steel,0.7,66.6,135.9183673469388,1.6666666666666667,0.7142857142857143
10107,meowth-alola,58,4,42,dark,"pickup, technician, rattled","pay-day, scratch, headbutt, body-slam, take-down",40.0,35.0,35.0,50.0,40.0,90.0,290.0,dark,,0.4,4.2,26.249999999999996,1.0,1.25
10108,persian-alola,154,11,330,dark,"fur-coat, technician, rattled","pay-day, scratch, headbutt, body-slam, take-down",65.0,60.0,60.0,75.0,65.0,115.0,440.0,dark,,1.1,33.0,27.27272727272727,1.0,1.1538461538461537
10109,geodude-alola,60,4,203,"rock, electric","magnet-pull, sturdy, galvanize","fire-punch, thunder-punch, headbutt, tackle, body-slam",40.0,80.0,100.0,30.0,30.0,20.0,300.0,rock,electric,0.4,20.3,126.87499999999999,0.8,1.0
10110,graveler-alola,137,10,1100,"rock, electric","magnet-pull, sturdy, galvanize","fire-punch, thunder-punch, headbutt, tackle, body-slam",55.0,95.0,115.0,45.0,45.0,35.0,390.0,rock,electric,1.0,110.0,110.0,0.8260869565217391,1.0
10111,golem-alola,223,17,3160,"rock, electric","magnet-pull, sturdy, galvanize","mega-punch, fire-punch, thunder-punch, headbutt, tackle",80.0,120.0,130.0,55.0,65.0,45.0,495.0,rock,electric,1.7,316.0,109.34256055363323,0.9230769230769231,0.8461538461538461
10112,grimer-alola,65,7,420,"poison, dark","poison-touch, gluttony, power-of-alchemy","pound, fire-punch, ice-punch, thunder-punch, headbutt",80.0,80.0,50.0,40.0,50.0,25.0,325.0,poison,dark,0.7,42.0,85.71428571428572,1.6,0.8
10113,muk-alola,175,10,520,"poison, dark","poison-touch, gluttony, power-of-alchemy","pound, fire-punch, ice-punch, thunder-punch, headbutt",105.0,105.0,75.0,65.0,100.0,50.0,500.0,poison,dark,1.0,52.0,52.0,1.4,0.65
10114,exeggutor-alola,186,109,4156,"grass, dragon","frisk, harvest","swords-dance, headbutt, body-slam, take-down, double-edge",95.0,105.0,85.0,125.0,75.0,45.0,530.0,grass,dragon,10.9,415.6,3.498022052015824,1.2352941176470589,1.6666666666666667
10115,marowak-alola,149,10,340,"fire, ghost","cursed-body, lightning-rod, rock-head","mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick",60.0,80.0,110.0,50.0,80.0,45.0,425.0,fire,ghost,1.0,34.0,34.0,0.7272727272727273,0.625
10116,greninja-battle-bond,239,15,400,"water, dark",battle-bond,"pound, ice-punch, growl, hydro-pump, surf",72.0,95.0,67.0,103.0,71.0,122.0,530.0,water,dark,1.5,40.0,17.77777777777778,1.4179104477611941,1.4507042253521127
10117,greninja-ash,288,15,400,"water, dark",battle-bond,"pound, ice-punch, swords-dance, take-down, growl",72.0,145.0,67.0,153.0,71.0,132.0,640.0,water,dark,1.5,40.0,17.77777777777778,2.1641791044776117,2.1549295774647885
10118,zygarde-10-power-construct,243,12,335,"dragon, ground",power-construct,"bind, body-slam, bite, hyper-beam, earthquake",54.0,100.0,71.0,61.0,85.0,115.0,486.0,dragon,ground,1.2,33.5,23.26388888888889,1.408450704225352,0.7176470588235294
10119,zygarde-50-power-construct,300,50,3050,"dragon, ground",power-construct,"bind, body-slam, bite, hyper-beam, earthquake",108.0,100.0,121.0,81.0,95.0,95.0,600.0,dragon,ground,5.0,305.0,12.2,0.8264462809917356,0.8526315789473684
10120,zygarde-complete,354,45,6100,"dragon, ground",power-construct,"bind, body-slam, bite, hyper-beam, earthquake",216.0,100.0,121.0,91.0,95.0,85.0,708.0,dragon,ground,4.5,610.0,30.123456790123456,0.8264462809917356,0.9578947368421052
10121,gumshoos-totem,146,14,600,normal,"stakeout, strong-jaw, adaptability","fire-punch, ice-punch, thunder-punch, sand-attack, tackle",88.0,110.0,60.0,55.0,60.0,45.0,418.0,normal,,1.4,60.0,30.612244897959187,1.8333333333333333,0.9166666666666666
10122,vikavolt-totem,225,26,1475,"bug, electric",levitate,"vice-grip, guillotine, bite, hyper-beam, solar-beam",77.0,70.0,90.0,145.0,75.0,43.0,500.0,bug,electric,2.6,147.5,21.819526627218934,0.7777777777777778,1.9333333333333333
10123,oricorio-pom-pom,167,6,34,"electric, flying",dancer,"pound, double-slap, swords-dance, fly, take-down",75.0,70.0,70.0,98.0,70.0,93.0,476.0,electric,flying,0.6,3.4,9.444444444444445,1.0,1.4
10124,oricorio-pau,167,6,34,"psychic, flying",dancer,"pound, double-slap, swords-dance, fly, take-down",75.0,70.0,70.0,98.0,70.0,93.0,476.0,psychic,flying,0.6,3.4,9.444444444444445,1.0,1.4
10125,oricorio-sensu,167,6,34,"ghost, flying",dancer,"pound, double-slap, swords-dance, fly, take-down",75.0,70.0,70.0,98.0,70.0,93.0,476.0,ghost,flying,0.6,3.4,9.444444444444445,1.0,1.4
10126,lycanroc-midnight,170,11,250,rock,"keen-eye, vital-spirit, no-guard","mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick",85.0,115.0,75.0,55.0,75.0,82.0,487.0,rock,,1.1,25.0,20.661157024793386,1.5333333333333334,0.7333333333333333
10127,wishiwashi-school,217,82,786,water,schooling,"take-down, double-edge, growl, mist, water-gun",45.0,140.0,130.0,140.0,135.0,30.0,620.0,water,,8.2,78.6,1.1689470553242118,1.0769230769230769,1.037037037037037
10128,lurantis-totem,168,15,580,grass,"leaf-guard, contrary","swords-dance, hyper-beam, growth, razor-leaf, solar-beam",70.0,105.0,90.0,80.0,90.0,45.0,480.0,grass,,1.5,58.0,25.77777777777778,1.1666666666666667,0.8888888888888888
10129,salazzle-totem,168,21,810,"poison, fire","corrosion, oblivious","pound, double-slap, disable, ember, flamethrower",68.0,64.0,60.0,111.0,60.0,117.0,480.0,poison,fire,2.1,81.0,18.36734693877551,1.0666666666666667,1.85
10130,minior-orange-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,60.0,100.0,60.0,100.0,60.0,440.0,rock,flying,0.3,40.0,444.44444444444446,0.6,0.6
10131,minior-yellow-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,60.0,100.0,60.0,100.0,60.0,440.0,rock,flying,0.3,40.0,444.44444444444446,0.6,0.6
10132,minior-green-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,60.0,100.0,60.0,100.0,60.0,440.0,rock,flying,0.3,40.0,444.44444444444446,0.6,0.6
10133,minior-blue-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,60.0,100.0,60.0,100.0,60.0,440.0,rock,flying,0.3,40.0,444.44444444444446,0.6,0.6
10134,minior-indigo-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,60.0,100.0,60.0,100.0,60.0,440.0,rock,flying,0.3,40.0,444.44444444444446,0.6,0.6
10135,minior-violet-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,60.0,100.0,60.0,100.0,60.0,440.0,rock,flying,0.3,40.0,444.44444444444446,0.6,0.6
10136,minior-red,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,100.0,60.0,100.0,60.0,120.0,500.0,rock,flying,0.3,0.3,3.3333333333333335,1.6666666666666667,1.6666666666666667
10137,minior-orange,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,100.0,60.0,100.0,60.0,120.0,500.0,rock,flying,0.3,0.3,3.3333333333333335,1.6666666666666667,1.6666666666666667
10138,minior-yellow,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,100.0,60.0,100.0,60.0,120.0,500.0,rock,flying,0.3,0.3,3.3333333333333335,1.6666666666666667,1.6666666666666667
10139,minior-green,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,100.0,60.0,100.0,60.0,120.0,500.0,rock,flying,0.3,0.3,3.3333333333333335,1.6666666666666667,1.6666666666666667
10140,minior-blue,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,100.0,60.0,100.0,60.0,120.0,500.0,rock,flying,0.3,0.3,3.3333333333333335,1.6666666666666667,1.6666666666666667
10141,minior-indigo,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,100.0,60.0,100.0,60.0,120.0,500.0,rock,flying,0.3,0.3,3.3333333333333335,1.6666666666666667,1.6666666666666667
10142,minior-violet,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,100.0,60.0,100.0,60.0,120.0,500.0,rock,flying,0.3,0.3,3.3333333333333335,1.6666666666666667,1.6666666666666667
10143,mimikyu-busted,167,2,7,"ghost, fairy",disguise,"scratch, swords-dance, take-down, surf, hyper-beam",55.0,90.0,80.0,50.0,105.0,96.0,476.0,ghost,fairy,0.2,0.7,17.499999999999996,1.125,0.47619047619047616
10144,mimikyu-totem-disguised,167,4,28,"ghost, fairy",disguise,"scratch, swords-dance, hyper-beam, thunderbolt, thunder-wave",55.0,90.0,80.0,50.0,105.0,96.0,476.0,ghost,fairy,0.4,2.8,17.499999999999996,1.125,0.47619047619047616
10145,mimikyu-totem-busted,167,4,28,"ghost, fairy",disguise,"scratch, swords-dance, surf, hyper-beam, thunderbolt",55.0,90.0,80.0,50.0,105.0,96.0,476.0,ghost,fairy,0.4,2.8,17.499999999999996,1.125,0.47619047619047616
10146,kommo-o-totem,270,24,2075,"dragon, fighting","bulletproof, soundproof, overcoat","fire-punch, ice-punch, thunder-punch, swords-dance, headbutt",75.0,110.0,125.0,100.0,105.0,85.0,600.0,dragon,fighting,2.4,207.5,36.02430555555556,0.88,0.9523809523809523
10147,magearna-original,300,10,805,"steel, fairy",soul-heart,"body-slam, take-down, sonic-boom, ice-beam, psybeam",80.0,95.0,115.0,130.0,115.0,65.0,600.0,steel,fairy,1.0,80.5,80.5,0.8260869565217391,1.1304347826086956
10148,pikachu-partner-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick",35.0,55.0,40.0,50.0,50.0,90.0,320.0,electric,,0.4,6.0,37.49999999999999,1.375,1.0
10149,marowak-totem,149,17,980,"fire, ghost","cursed-body, lightning-rod, rock-head","fire-punch, thunder-punch, swords-dance, thrash, tail-whip",60.0,80.0,110.0,50.0,80.0,45.0,425.0,fire,ghost,1.7,98.0,33.91003460207613,0.7272727272727273,0.625
10150,ribombee-totem,162,4,20,"bug, fairy","honey-gather, shield-dust, sweet-veil","absorb, solar-beam, stun-spore, toxic, psychic",60.0,55.0,60.0,95.0,70.0,124.0,464.0,bug,fairy,0.4,2.0,12.499999999999998,0.9166666666666666,1.3571428571428572
10151,rockruff-own-tempo,56,5,92,rock,own-tempo,"swords-dance, sand-attack, tackle, body-slam, take-down",45.0,65.0,40.0,30.0,40.0,60.0,280.0,rock,,0.5,9.2,36.8,1.625,0.75
10152,lycanroc-dusk,170,8,250,rock,tough-claws,"swords-dance, sand-attack, tackle, take-down, thrash",75.0,117.0,65.0,55.0,65.0,110.0,487.0,rock,,0.8,25.0,39.06249999999999,1.8,0.8461538461538461
10153,araquanid-totem,159,31,2175,"water, bug","water-bubble, water-absorb","bite, surf, ice-beam, blizzard, bubble-beam",68.0,70.0,92.0,50.0,132.0,42.0,454.0,water,bug,3.1,217.5,22.632674297606656,0.7608695652173914,0.3787878787878788
10154,togedemaru-totem,152,6,130,"electric, steel","iron-barbs, lightning-rod, sturdy","tackle, twineedle, pin-missile, thunder-shock, thunderbolt",65.0,98.0,63.0,40.0,73.0,96.0,435.0,electric,steel,0.6,13.0,36.111111111111114,1.5555555555555556,0.547945205479452
